customer_id,customer_name,city,signup_date,signup_channel,customer_segment
CUST_00052,Customer 52,Sharjah,2025-06-01 13:13:56,App,Regular
CUST_00053,Customer 53,Ajman,2025-11-24 14:40:17,App,Premium
CUST_00054,Customer 54,Ajman,2025-08-07 17:54:12,App,VIP
CUST_00055,Customer 55,Abu Dhabi,2025-10-16 04:37:22,Web,Premium
CUST_00056,Customer 56,Ajman,2025-11-18 10:20:06,App,Regular
CUST_00057,Customer 57,Dubai,2025-05-22 10:47:53,App,Premium
CUST_00058,Customer 58,Dubai,2025-07-06 11:10:28,App,Regular
CUST_00059,Customer 59,Dubai,2025-05-24 16:37:43,Call Center,Regular
CUST_00060,Customer 60,Dubai,2025-04-29 14:33:20,App,Regular
CUST_00061,Customer 61,dubai,2025-06-01 21:09:38,Web,Premium
CUST_00062,Customer 62,Dubai,2025-07-22 09:35:46,App,Regular
CUST_00063,Customer 63,Sharjah,2025-06-14 19:45:28,App,Regular
CUST_00064,Customer 64,Dubai,2025-03-30 16:12:04,Web,Premium
CUST_00065,Customer 65,Dubai,2025-12-16 05:17:51,App,Premium
CUST_00066,Customer 66,Abu Dhabi,2025-11-19 01:46:51,Web,Regular
CUST_00067,Customer 67,Dubai,2025-10-17 03:37:28,Call Center,Regular
CUST_00068,Customer 68,Sharjah,2025-06-18 10:23:56,Web,Regular
CUST_00069,Customer 69,Dubai,2025-08-26 16:07:04,App,Premium
CUST_00070,Customer 70,Ras Al Khaimah,2025-11-18 15:37:04,Web,Regular
CUST_00071,Customer 71,Sharjah,2025-05-23 15:39:29,App,Regular
CUST_00072,Customer 72,Dubai,2025-03-07 12:54:12,Web,Premium
CUST_00073,Customer 73,Dubai,2025-11-26 10:38:59,Web,Regular
CUST_00074,Customer 74,Sharjah,2025-07-18 05:37:02,Web,Regular
CUST_00075,Customer 75,Sharjah,2025-02-21 01:16:25,App,Regular
CUST_00076,Customer 76,Sharjah,2025-05-28 07:06:32,App,Regular
CUST_00077,Customer 77,Sharjah,2025-12-11 07:31:18,App,Regular
CUST_00078,Customer 78,Dubai,2025-07-25 03:39:01,Web,Regular
CUST_00079,Customer 79,Dubai,2025-11-24 20:54:14,App,Regular
CUST_00080,Customer 80,Dubai,2025-10-31 09:36:32,App,Regular
CUST_00081,Customer 81,Ajman,2025-07-19 13:41:43,Web,Regular
CUST_00082,Customer 82,Abu Dhabi,2025-09-29 03:08:44,Web,VIP
CUST_00083,Customer 83,Dubai,2025-02-15 02:30:20,App,VIP
CUST_00084,Customer 84,Dubai,2025-02-11 00:18:41,Web,Regular
CUST_00085,Customer 85,Dubai,2025-10-06 09:55:39,App,Regular
CUST_00086,Customer 86,Dubai,2025-07-25 00:54:17,App,Regular
CUST_00087,Customer 87,Sharjah,2025-06-26 03:44:42,App,Premium
CUST_00088,Customer 88,Abu Dhabi,2025-09-17 22:05:28,App,Regular
CUST_00089,Customer 89,Ajman,2025-05-15 02:38:30,App,VIP
CUST_00090,Customer 90,Abu Dhabi,2025-08-26 03:21:57,Web,Regular
CUST_00091,Customer 91,Dubai,2025-04-11 14:44:00,App,VIP
CUST_00092,Customer 92,Sharjah,2025-08-14 11:44:16,App,Premium
CUST_00093,Customer 93,Sharjah,2025-06-28 05:40:49,Call Center,Premium
CUST_00094,Customer 94,Abu Dhabi,2025-07-01 23:22:45,App,Regular
CUST_00095,Customer 95,Sharjah,2025-09-18 06:46:29,App,Regular
CUST_00096,Customer 96,Abu Dhabi,2025-06-10 12:26:09,Web,Regular
CUST_00097,Customer 97,Abu Dhabi,2025-01-19 23:18:24,Call Center,Regular
CUST_00098,Customer 98,Abu Dhabi,2025-12-05 19:40:57,Web,Regular
CUST_00099,Customer 99,Dubai,2025-03-30 02:32:52,Web,Regular
CUST_00100,Customer 100,Dubai,2025-01-20 15:13:08,Web,Regular
CUST_00101,Customer 101,Dubai,2025-01-23 04:05:21,App,Regular
CUST_00102,Customer 102,Abu Dhabi,2025-01-10 05:37:25,Web,Regular
CUST_00103,Customer 103,Dubai,2025-11-09 11:09:35,App,Regular
CUST_00104,Customer 104,Abu Dhabi,2025-09-17 03:42:48,Call Center,VIP
CUST_00105,Customer 105,Ajman,2025-09-07 13:18:57,App,Regular
CUST_00106,Customer 106,Dubai,2025-07-12 12:30:01,Web,Regular
CUST_00107,Customer 107,Abu Dhabi,2025-03-12 12:13:21,App,Regular
CUST_00108,Customer 108,Sharjah,2025-05-13 20:07:43,Web,Premium
CUST_00109,Customer 109,Dubai,2025-10-05 04:17:51,App,Regular
CUST_00110,Customer 110,Dubai,2025-12-19 19:46:58,Web,Regular
CUST_00111,Customer 111,Dubai,2025-05-10 01:31:40,Web,Regular
CUST_00112,Customer 112,Dubai,2025-12-22 18:06:30,App,Regular
CUST_00113,Customer 113,Ajman,2025-11-16 14:57:25,Web,Regular
CUST_00114,Customer 114,Sharjah,2025-03-20 19:28:11,Web,VIP
CUST_00115,Customer 115,Abu Dhabi,2025-10-15 08:23:10,Web,VIP
CUST_00116,Customer 116,Ajman,2025-08-25 03:33:59,App,Regular
CUST_00117,Customer 117,Sharjah,2025-05-11 07:17:57,App,Regular
CUST_00118,Customer 118,Dubai,2025-03-30 07:24:43,App,Regular
CUST_00119,Customer 119,Ajman,2025-08-11 06:22:50,App,Regular
CUST_00120,Customer 120,Abu Dhabi,2025-11-03 23:19:37,Call Center,Regular
CUST_00121,Customer 121,Sharjah,2025-03-19 12:45:22,App,Regular
CUST_00122,Customer 122,Ajman,2025-09-13 14:33:35,Web,VIP
CUST_00123,Customer 123,Dubai,2025-09-05 22:23:46,App,VIP
CUST_00124,Customer 124,Dubai,2025-09-10 22:52:46,App,Regular
CUST_00125,Customer 125,Dubai,2025-09-12 22:52:32,Web,Regular
CUST_00126,Customer 126,Abu Dhabi,2025-10-31 19:27:59,Web,Regular
CUST_00127,Customer 127,Sharjah,2025-07-13 21:16:15,App,Regular
CUST_00128,Customer 128,Ajman,2025-02-13 04:22:30,App,Regular
CUST_00129,Customer 129,Dubai,2025-09-06 23:26:12,App,Regular
CUST_00130,Customer 130,Abu Dhabi,2025-02-05 00:08:51,App,Premium
CUST_00131,Customer 131,Abu Dhabi,2025-10-18 14:05:13,App,Premium
CUST_00132,Customer 132,Dubai,2025-04-17 21:32:46,App,Regular
CUST_00133,Customer 133,Dubai,2025-02-03 10:45:23,App,Regular
CUST_00134,Customer 134,Dubai,2025-12-05 14:51:25,Web,Regular
CUST_00135,Customer 135,Ajman,2025-07-27 04:39:15,App,Regular
CUST_00136,Customer 136,dubai,2025-07-09 22:53:09,App,Regular
CUST_00137,Customer 137,Abu Dhabi,2025-04-29 08:40:46,App,Regular
CUST_00138,Customer 138,Sharjah,2025-04-01 07:19:19,Web,Regular
CUST_00139,Customer 139,Dubai,2025-03-07 07:48:55,Web,Regular
CUST_00140,Customer 140,Ras Al Khaimah,2025-05-24 16:24:52,App,VIP
CUST_00141,Customer 141,Ras Al Khaimah,2025-06-20 23:44:14,Web,Regular
CUST_00142,Customer 142,Dubai,2025-08-19 18:22:13,App,Regular
CUST_00143,Customer 143,Abu Dhabi,2025-09-27 22:25:55,App,Regular
CUST_00144,Customer 144,Dubai,2025-06-21 13:32:11,App,Regular
CUST_00145,Customer 145,Dubai,2025-10-04 01:49:01,App,Regular
CUST_00146,Customer 146,Dubai,2025-08-11 18:42:34,Web,VIP
CUST_00147,Customer 147,Abu Dhabi,2025-03-10 21:19:56,Web,Premium
CUST_00148,Customer 148,Abu Dhabi,2025-10-25 14:59:52,App,Regular
CUST_00149,Customer 149,Dubai,2025-10-04 03:29:43,Web,Regular
CUST_00150,Customer 150,Dubai,2025-02-03 13:18:49,Web,Regular
CUST_00151,Customer 151,Ajman,2025-02-09 06:20:11,App,Regular
CUST_00152,Customer 152,Dubai,2025-11-17 12:33:29,App,Premium
CUST_00153,Customer 153,Dubai,2025-06-16 16:59:28,App,Regular
CUST_00154,Customer 154,Abu Dhabi,2025-07-08 09:58:22,App,Regular
CUST_00155,Customer 155,Ras Al Khaimah,2025-10-11 07:07:45,App,Regular
CUST_00156,Customer 156,Dubai,2025-05-18 10:42:32,App,Regular
CUST_00157,Customer 157,Sharjah,2025-01-23 23:29:59,App,VIP
CUST_00158,Customer 158,Sharjah,2025-06-01 19:50:21,Web,Regular
CUST_00159,Customer 159,Dubai,2025-05-31 15:35:35,Web,Premium
CUST_00160,Customer 160,Sharjah,2025-03-03 16:51:55,Call Center,Regular
CUST_00161,Customer 161,Dubai,2025-01-09 03:19:05,App,Premium
CUST_00162,Customer 162,Abu Dhabi,2025-10-10 14:53:39,Web,Regular
CUST_00163,Customer 163,Abu Dhabi,2025-03-18 00:48:34,Web,Regular
CUST_00164,Customer 164,Abu Dhabi,2025-07-17 10:14:29,Web,Premium
CUST_00165,Customer 165,Dubai,2025-08-27 21:12:06,App,Regular
CUST_00166,Customer 166,Sharjah,2025-01-30 08:26:27,Web,Regular
CUST_00167,Customer 167,Dubai,2025-11-17 08:47:18,App,Regular
CUST_00168,Customer 168,Dubai,2025-04-03 00:20:40,App,Premium
CUST_00169,Customer 169,Dubai,2025-12-05 20:41:30,App,Regular
CUST_00170,Customer 170,Abu Dhabi,2025-09-30 10:19:29,Web,VIP
CUST_00171,Customer 171,Sharjah,2025-04-22 02:06:10,App,Regular
CUST_00172,Customer 172,Dxb,2025-06-30 13:44:36,Call Center,Regular
CUST_00173,Customer 173,Abu Dhabi,2025-06-28 22:22:42,Web,Premium
CUST_00174,Customer 174,Dubai,2025-01-18 18:03:54,App,Regular
CUST_00175,Customer 175,Abu Dhabi,2025-02-04 21:17:43,Call Center,Premium
CUST_00176,Customer 176,Dubai,2025-12-19 18:01:47,App,VIP
CUST_00177,Customer 177,Sharjah,2025-01-18 05:20:07,Call Center,Regular
CUST_00178,Customer 178,Dubai,2025-10-23 16:36:39,App,Regular
CUST_00179,Customer 179,Ajman,2025-09-14 22:38:51,App,Regular
CUST_00180,Customer 180,Dubai,2025-07-11 11:56:11,Web,Premium
CUST_00181,Customer 181,Dubai,2025-12-31 22:24:35,Web,Premium
CUST_00182,Customer 182,Dubai,2025-06-02 08:08:04,Web,Regular
CUST_00183,Customer 183,Ajman,2025-04-01 23:35:48,Call Center,Regular
CUST_00184,Customer 184,Ajman,2025-02-24 15:45:58,Web,Regular
CUST_00185,Customer 185,Dubai,2025-04-15 21:20:08,Web,Premium
CUST_00186,Customer 186,Sharjah,2025-09-26 17:23:58,Web,Regular
CUST_00187,Customer 187,Sharjah,2025-01-30 06:17:50,Web,Regular
CUST_00188,Customer 188,Abu Dhabi,2025-02-24 01:55:59,App,Regular
CUST_00189,Customer 189,Abu Dhabi,2025-11-14 19:28:45,Web,Premium
CUST_00190,Customer 190,Dubai,2025-04-02 10:16:07,App,Regular
CUST_00191,Customer 191,Dubai,2025-08-18 22:53:05,Web,Regular
CUST_00192,Customer 192,Ajman,2025-03-29 17:55:53,Web,Regular
CUST_00193,Customer 193,Ajman,2025-04-27 20:36:11,Web,Regular
CUST_00194,Customer 194,Abu Dhabi,2025-02-02 03:51:47,Web,Premium
CUST_00195,Customer 195,Dubai,2025-06-08 17:26:29,Web,VIP
CUST_00196,Customer 196,Dubai,2025-07-31 17:25:31,App,Regular
CUST_00197,Customer 197,Sharjah,2025-04-12 00:27:45,Web,Regular
CUST_00198,Customer 198,Ajman,2025-08-03 20:22:30,App,Regular
CUST_00199,Customer 199,Ajman,2025-07-26 17:15:59,App,Regular
CUST_00200,Customer 200,Sharjah,2025-10-10 05:02:58,App,Premium
CUST_00201,Customer 201,Abu Dhabi,2025-07-08 04:58:20,App,Regular
CUST_00202,Customer 202,Dubai,2025-11-26 03:59:22,App,Regular
CUST_00203,Customer 203,Dubai,2025-06-25 08:16:49,Web,Regular
CUST_00204,Customer 204,Ajman,2025-08-30 04:43:22,App,Regular
CUST_00205,Customer 205,Abu Dhabi,2025-12-15 22:22:31,App,Regular
CUST_00206,Customer 206,Dubai,2025-12-20 12:17:41,App,Regular
CUST_00207,Customer 207,Dubai,2025-01-08 07:13:36,App,Regular
CUST_00208,Customer 208,Sharjah,2025-08-08 20:49:31,Web,Premium
CUST_00209,Customer 209,Dubai,2025-12-03 05:11:28,App,Regular
CUST_00210,Customer 210,Dubai,2025-04-20 01:29:26,App,Regular
CUST_00211,Customer 211,Abu Dhabi,2025-08-17 13:15:43,App,VIP
CUST_00212,Customer 212,Sharjah,2025-08-06 15:43:03,App,Regular
CUST_00213,Customer 213,Sharjah,2025-06-20 06:15:00,App,Premium
CUST_00214,Customer 214,Dubai,2025-11-01 21:03:27,App,Regular
CUST_00215,Customer 215,Sharjah,2025-10-22 01:20:59,Web,Regular
CUST_00216,Customer 216,Dubai,2025-01-07 05:33:35,Web,Regular
CUST_00217,Customer 217,Dubai,2025-07-05 06:38:34,App,Regular
CUST_00218,Customer 218,Sharjah,2025-02-05 21:47:16,Call Center,Regular
CUST_00219,Customer 219,Abu Dhabi,2025-05-24 08:27:47,App,VIP
CUST_00220,Customer 220,Sharjah,2025-03-30 09:58:53,App,Regular
CUST_00221,Customer 221,Sharjah,2025-10-25 10:26:13,Call Center,Regular
CUST_00222,Customer 222,Abu Dhabi,2025-12-08 22:38:37,App,Regular
CUST_00223,Customer 223,Dubai,2025-09-26 09:46:29,Call Center,Regular
CUST_00224,Customer 224,Dubai,2025-09-25 00:47:14,App,Regular
CUST_00225,Customer 225,Dubai,2025-01-26 16:36:24,App,Regular
CUST_00226,Customer 226,Dubai,2025-12-04 11:27:07,App,Premium
CUST_00227,Customer 227,Ras Al Khaimah,2025-09-27 05:09:30,Web,VIP
CUST_00228,Customer 228,Dubai,2025-09-19 19:55:25,Web,Regular
CUST_00229,Customer 229,Ajman,2025-12-26 06:21:42,Web,Regular
CUST_00230,Customer 230,Abu Dhabi,2025-11-07 15:53:51,App,VIP
CUST_00231,Customer 231,Sharjah,2025-07-23 21:05:04,App,Premium
CUST_00232,Customer 232,Abu Dhabi,2025-07-06 20:27:42,App,Regular
CUST_00233,Customer 233,Abu Dhabi,2025-02-21 21:55:56,App,VIP
CUST_00234,Customer 234,Abu Dhabi,2025-09-21 19:11:48,Call Center,Regular
CUST_00235,Customer 235,Dubai,2025-07-14 18:10:28,App,VIP
CUST_00236,Customer 236,Sharjah,2025-11-19 21:54:37,Web,Regular
CUST_00237,Customer 237,Dubai,2025-04-06 09:36:12,Web,Regular
CUST_00238,Customer 238,Dubai,2025-05-18 03:40:17,App,Premium
CUST_00239,Customer 239,Abu Dhabi,2025-04-08 01:42:27,Web,Regular
CUST_00240,Customer 240,Dubai,2025-09-04 02:46:51,App,Regular
CUST_00241,Customer 241,Ajman,2025-12-14 09:07:49,App,Regular
CUST_00242,Customer 242,Ras Al Khaimah,2025-06-13 01:33:45,App,VIP
CUST_00243,Customer 243,Ajman,2025-10-10 02:35:10,Web,Premium
CUST_00244,Customer 244,Dubai,2025-10-28 10:29:10,App,Premium
CUST_00245,Customer 245,Dubai,2025-08-31 22:11:11,App,Regular
CUST_00246,Customer 246,Ajman,2025-08-30 08:40:58,App,Premium
CUST_00247,Customer 247,Abu Dhabi,2025-12-26 14:18:44,App,Regular
CUST_00248,Customer 248,Ras Al Khaimah,2025-09-12 22:35:04,Web,Regular
CUST_00249,Customer 249,Ras Al Khaimah,2025-12-22 14:15:30,Web,Premium
CUST_00250,Customer 250,Ajman,2025-07-19 22:59:44,App,Regular
CUST_00251,Customer 251,Dubai,2025-10-25 14:46:27,App,Regular
CUST_00252,Customer 252,Dubai,2025-02-03 00:08:56,Web,Regular
CUST_00253,Customer 253,Ajman,2025-05-15 12:44:03,App,Regular
CUST_00254,Customer 254,Dubai,2025-11-29 11:27:21,Web,Premium
CUST_00255,Customer 255,Dubai,2025-03-08 16:59:41,App,Regular
CUST_00256,Customer 256,Abu Dhabi,2025-07-23 04:33:01,App,Premium
CUST_00257,Customer 257,Ajman,2025-09-06 06:28:20,App,Regular
CUST_00258,Customer 258,Sharjah,2025-08-26 00:08:02,App,Regular
CUST_00259,Customer 259,Abu Dhabi,2025-02-17 21:19:23,Web,Regular
CUST_00260,Customer 260,Dubai,2025-11-28 19:28:28,App,Premium
CUST_00261,Customer 261,Abu Dhabi,2025-11-26 06:34:27,Web,Regular
CUST_00262,Customer 262,Ras Al Khaimah,2025-07-29 01:46:13,Web,VIP
CUST_00263,Customer 263,Dubai,2025-03-31 01:28:17,App,Regular
CUST_00264,Customer 264,Abu Dhabi,2025-03-13 06:34:45,Web,Regular
CUST_00265,Customer 265,Ajman,2025-12-23 19:51:46,App,Regular
CUST_00266,Customer 266,Sharjah,2025-04-01 23:35:23,App,VIP
CUST_00267,Customer 267,Sharjah,2025-04-05 23:15:55,Web,Premium
CUST_00268,Customer 268,Sharjah,2025-07-06 11:01:12,App,Regular
CUST_00269,Customer 269,Dubai,2025-05-04 04:39:38,Web,Regular
CUST_00270,Customer 270,Dubai,2025-05-26 02:19:45,App,Regular
CUST_00271,Customer 271,Sharjah,2025-03-10 20:03:58,Web,Premium
CUST_00272,Customer 272,Sharjah,2025-06-13 14:02:19,Web,Regular
CUST_00273,Customer 273,Ajman,2025-11-05 05:32:27,Web,Premium
CUST_00274,Customer 274,Ajman,2025-03-22 14:06:00,Web,VIP
CUST_00275,Customer 275,Abu Dhabi,2025-11-09 23:33:40,Web,Regular
CUST_00276,Customer 276,Abu Dhabi,2025-08-06 20:19:35,Web,Premium
CUST_00277,Customer 277,Sharjah,2025-04-14 15:50:57,Web,Regular
CUST_00278,Customer 278,Abu Dhabi,2025-12-05 19:09:09,App,Regular
CUST_00279,Customer 279,Sharjah,2025-01-10 04:13:54,App,Regular
CUST_00280,Customer 280,Sharjah,2025-08-31 16:46:03,App,Regular
CUST_00281,Customer 281,Ajman,2025-12-22 02:24:27,Call Center,Premium
CUST_00282,Customer 282,Dubai,2025-04-13 07:00:45,App,Regular
CUST_00283,Customer 283,Dubai,2025-04-07 18:47:53,App,Regular
CUST_00284,Customer 284,Dubai,2025-04-20 23:57:35,App,Regular
CUST_00285,Customer 285,Abu Dhabi,2025-02-26 12:20:36,Web,Regular
CUST_00286,Customer 286,Dubai,2025-06-30 09:02:19,Web,Regular
CUST_00287,Customer 287,Abu Dhabi,2025-10-12 15:27:51,App,Regular
CUST_00288,Customer 288,Abu Dhabi,2025-03-06 17:43:53,App,Regular
CUST_00289,Customer 289,Dubai,2025-12-12 09:05:01,Web,Premium
CUST_00290,Customer 290,Abu Dhabi,2025-01-20 06:39:28,App,Premium
CUST_00291,Customer 291,Dubai,2025-10-04 08:41:56,App,Regular
CUST_00292,Customer 292,Dubai,2025-11-01 01:21:38,Web,Premium
CUST_00293,Customer 293,Sharjah,2025-03-11 23:01:07,Web,Regular
CUST_00294,Customer 294,Dubai,2025-12-14 02:42:41,App,Regular
CUST_00295,Customer 295,Dubai,2025-07-31 08:32:40,Web,Regular
CUST_00296,Customer 296,Abu Dhabi,2025-09-24 06:44:02,Web,Regular
CUST_00297,Customer 297,Sharjah,2025-09-11 11:08:30,App,Regular
CUST_00298,Customer 298,Dubai,2025-07-09 22:21:05,Call Center,Premium
CUST_00299,Customer 299,Abu Dhabi,2025-11-30 00:26:33,Web,Regular
CUST_00300,Customer 300,Dubai,2025-08-10 20:17:14,Web,Premium
CUST_00301,Customer 301,Dubai,2025-05-18 17:15:36,Web,Regular
CUST_00302,Customer 302,Abu Dhabi,2025-10-20 05:05:26,App,Premium
CUST_00303,Customer 303,Abu Dhabi,2025-07-08 23:15:59,App,Regular
CUST_00304,Customer 304,Abu Dhabi,2025-12-14 20:26:39,App,Regular
CUST_00305,Customer 305,Sharjah,2025-02-13 09:17:09,App,Regular
CUST_00306,Customer 306,Ras Al Khaimah,2025-07-06 15:15:28,App,Regular
CUST_00307,Customer 307,Abu Dhabi,2025-10-04 21:44:36,Web,Regular
CUST_00308,Customer 308,Dubai,2025-03-19 23:34:03,Web,Premium
CUST_00309,Customer 309,Sharjah,2025-05-10 02:57:14,Web,Regular
CUST_00310,Customer 310,Dubai,2025-05-10 09:14:54,Web,Premium
CUST_00311,Customer 311,Abu Dhabi,2025-07-20 14:12:42,Web,Regular
CUST_00312,Customer 312,Dubai,2025-03-11 02:19:14,App,Premium
CUST_00313,Customer 313,Dubai,2025-03-07 20:53:39,App,Regular
CUST_00314,Customer 314,Ras Al Khaimah,2025-09-05 13:28:28,App,Regular
CUST_00315,Customer 315,Sharjah,2025-08-05 21:09:35,Web,VIP
CUST_00316,Customer 316,Sharjah,2025-08-29 16:13:21,App,Regular
CUST_00317,Customer 317,Abu Dhabi,2025-08-30 04:29:53,Web,Regular
CUST_00318,Customer 318,Dubai,2025-05-04 06:40:34,App,Regular
CUST_00319,Customer 319,Dubai,2025-11-30 01:28:07,Web,Regular
CUST_00320,Customer 320,Dubai,2025-07-12 18:01:27,Web,Regular
CUST_00321,Customer 321,Abu Dhabi,2025-12-24 23:43:23,Web,Premium
CUST_00322,Customer 322,Sharjah,2025-04-12 12:35:58,Call Center,Regular
CUST_00323,Customer 323,Sharjah,2025-06-02 10:49:10,Web,Regular
CUST_00324,Customer 324,Dubai,2025-06-05 14:03:49,Call Center,Regular
CUST_00325,Customer 325,Ras Al Khaimah,2025-07-30 12:40:40,Call Center,Regular
CUST_00326,Customer 326,Sharjah,2025-12-10 06:17:55,Web,Regular
CUST_00327,Customer 327,Abu Dhabi,2025-02-03 16:10:35,Web,Premium
CUST_00328,Customer 328,Abu Dhabi,2025-02-27 20:40:39,App,Regular
CUST_00329,Customer 329,Abu Dhabi,2025-05-01 05:39:02,App,Premium
CUST_00330,Customer 330,Dubai,2025-10-21 05:42:46,Web,Regular
CUST_00331,Customer 331,Dubai,2025-12-06 07:34:23,App,Regular
CUST_00332,Customer 332,Sharjah,2025-04-26 04:36:14,App,Regular
CUST_00333,Customer 333,Dubai,2025-08-12 20:12:50,Call Center,Regular
CUST_00334,Customer 334,Dubai,2025-11-30 14:26:11,Web,Regular
CUST_00335,Customer 335,Dubai,2025-12-18 13:03:53,Web,Regular
CUST_00336,Customer 336,Dubai,2025-09-01 17:02:16,App,Premium
CUST_00337,Customer 337,Ajman,2025-08-20 06:54:38,App,Regular
CUST_00338,Customer 338,Sharjah,2025-02-03 23:28:37,App,Premium
CUST_00339,Customer 339,Abu Dhabi,2025-02-22 20:24:46,App,Regular
CUST_00340,Customer 340,Dubai,2025-03-29 20:23:26,App,VIP
CUST_00341,Customer 341,Abu Dhabi,2025-10-29 12:44:04,App,Premium
CUST_00342,Customer 342,Abu Dhabi,2025-04-10 09:44:02,Call Center,Regular
CUST_00343,Customer 343,Dubai,2025-09-26 14:12:08,Web,Premium
CUST_00344,Customer 344,Abu Dhabi,2025-12-21 12:30:44,App,Regular
CUST_00345,Customer 345,Dubai,2025-04-16 05:18:44,App,Premium
CUST_00346,Customer 346,Abu Dhabi,2025-08-26 21:29:17,App,Regular
CUST_00347,Customer 347,Abu Dhabi,2025-03-16 09:29:23,App,Regular
CUST_00348,Customer 348,Dubai,2025-02-13 00:10:53,Call Center,Premium
CUST_00349,Customer 349,Dubai,2025-09-18 00:27:15,App,Regular
CUST_00350,Customer 350,Abu Dhabi,2025-07-22 16:26:51,App,Regular
CUST_00351,Customer 351,Abu Dhabi,2025-11-08 05:39:28,App,Premium
CUST_00352,Customer 352,Ajman,2025-01-25 20:40:06,App,Regular
CUST_00353,Customer 353,Sharjah,2025-05-18 15:23:52,Web,Regular
CUST_00354,Customer 354,Dubai,2025-12-27 18:45:54,Web,Regular
CUST_00355,Customer 355,Dubai,2025-08-11 01:01:47,Web,Regular
CUST_00356,Customer 356,Abu Dhabi,2025-02-18 20:27:56,App,VIP
CUST_00357,Customer 357,Dubai,2025-01-24 09:01:02,Web,Regular
