item_id,order_id,product_category,product_name,quantity,unit_price,item_total
ITEM_000034,ORD_002911,Groceries,Groceries Product 34,1,194.96,194.96
ITEM_000035,ORD_001717,Fashion,Fashion Product 35,3,64.52,193.56
ITEM_000036,ORD_005491,Fashion,Fashion Product 36,3,194.26,582.79
ITEM_000037,ORD_002188,Fashion,Fashion Product 37,1,285.89,285.89
ITEM_000038,ORD_005750,Home & Kitchen,Home & Kitchen Product 38,3,451.66,1354.99
ITEM_000039,ORD_007674,Electronics,Electronics Product 39,1,1792.02,1792.02
ITEM_000040,ORD_005600,Electronics,Electronics Product 40,3,750.75,2252.24
ITEM_000041,ORD_005309,Fashion,Fashion Product 41,2,246.4,492.81
ITEM_000042,ORD_000585,Electronics,Electronics Product 42,3,1874.15,5622.44
ITEM_000043,ORD_004991,Groceries,Groceries Product 43,3,167.94,503.83
ITEM_000044,ORD_005202,Home & Kitchen,Home & Kitchen Product 44,1,370.11,370.11
ITEM_000045,ORD_001402,Fashion,Fashion Product 45,3,229.22,687.67
ITEM_000046,ORD_004376,Home & Kitchen,Home & Kitchen Product 46,2,495.1,990.2
ITEM_000047,ORD_005974,Electronics,Electronics Product 47,2,1092.6,2185.2
ITEM_000048,ORD_002006,Electronics,Electronics Product 48,1,450.19,450.19
ITEM_000049,ORD_001339,Home & Kitchen,Home & Kitchen Product 49,3,85.85,257.56
ITEM_000050,ORD_003787,Electronics,Electronics Product 50,3,349.68,1049.05
ITEM_000051,ORD_003109,Beauty,Beauty Product 51,2,242.69,485.37
ITEM_000052,ORD_002212,Beauty,Beauty Product 52,2,168.61,337.22
ITEM_000053,ORD_007581,Beauty,Beauty Product 53,1,103.64,103.64
ITEM_000054,ORD_005243,Electronics,Electronics Product 54,1,772.62,772.62
ITEM_000055,ORD_005638,Fashion,Fashion Product 55,1,256.38,256.38
ITEM_000056,ORD_004563,Beauty,Beauty Product 56,1,291.48,291.48
ITEM_000057,ORD_001800,Fashion,Fashion Product 57,1,308.08,308.08
ITEM_000058,ORD_005609,Groceries,Groceries Product 58,3,181.4,544.21
ITEM_000059,ORD_002657,Beauty,Beauty Product 59,2,115.14,230.28
ITEM_000060,ORD_006905,Fashion,Fashion Product 60,3,497.76,1493.27
ITEM_000061,ORD_006295,Fashion,Fashion Product 61,2,493.38,986.75
ITEM_000062,ORD_006357,Fashion,Fashion Product 62,2,307.15,614.29
ITEM_000063,ORD_000459,Electronics,Electronics Product 63,2,1333.71,2667.42
ITEM_000064,ORD_001877,Fashion,Fashion Product 64,1,252.51,252.51
ITEM_000065,ORD_006733,Groceries,Groceries Product 65,2,43.01,86.03
ITEM_000066,ORD_000263,Home & Kitchen,Home & Kitchen Product 66,3,601.76,1805.29
ITEM_000067,ORD_006595,Fashion,Fashion Product 67,1,212.41,212.41
ITEM_000068,ORD_002585,Home & Kitchen,Home & Kitchen Product 68,3,274.71,824.14
ITEM_000069,ORD_003287,Home & Kitchen,Home & Kitchen Product 69,3,153.28,459.83
ITEM_000070,ORD_002194,Fashion,Fashion Product 70,1,234.85,234.85
ITEM_000071,ORD_000543,Electronics,Electronics Product 71,2,424.42,848.84
ITEM_000072,ORD_001729,Home & Kitchen,Home & Kitchen Product 72,3,238.42,715.25
ITEM_000073,ORD_007481,Beauty,Beauty Product 73,3,196.3,588.89
ITEM_000074,ORD_007725,Home & Kitchen,Home & Kitchen Product 74,2,789.44,1578.87
ITEM_000075,ORD_004647,Groceries,Groceries Product 75,2,163.71,327.42
ITEM_000076,ORD_007180,Groceries,Groceries Product 76,3,154.7,464.1
ITEM_000077,ORD_005882,Fashion,Fashion Product 77,1,112.23,112.23
ITEM_000078,ORD_002578,Fashion,Fashion Product 78,1,187.86,187.86
ITEM_000079,ORD_001742,Groceries,Groceries Product 79,2,187.52,375.04
ITEM_000080,ORD_005370,Electronics,Electronics Product 80,3,308.99,926.98
ITEM_000081,ORD_004090,Home & Kitchen,Home & Kitchen Product 81,2,514.64,1029.28
ITEM_000082,ORD_003242,Fashion,Fashion Product 82,1,234.34,234.34
ITEM_000083,ORD_007248,electronics,Electronics Product 83,1,307.6,307.6
ITEM_000084,ORD_007492,Electronics,Electronics Product 84,2,1876.16,3752.32
ITEM_000085,ORD_005267,Fashion,Fashion Product 85,3,530.04,1590.11
ITEM_000086,ORD_003759,Home & Kitchen,Home & Kitchen Product 86,2,304.06,608.12
ITEM_000087,ORD_001171,Fashion,Fashion Product 87,1,69.52,69.52
ITEM_000088,ORD_002170,Fashion,Fashion Product 88,2,179.74,359.48
ITEM_000089,ORD_001144,Fashion,Fashion Product 89,2,67.06,134.13
ITEM_000090,ORD_002021,Home & Kitchen,Home & Kitchen Product 90,3,449.26,1347.78
ITEM_000091,ORD_006103,Fashion,Fashion Product 91,1,387.91,387.91
ITEM_000092,ORD_004599,Electronics,Electronics Product 92,1,616.09,616.09
ITEM_000093,ORD_004416,Electronics,Electronics Product 93,1,1034.98,1034.98
ITEM_000094,ORD_002153,Fashion,Fashion Product 94,1,397.59,397.59
ITEM_000095,ORD_006120,Electronics,Electronics Product 95,3,1685.57,5056.7
ITEM_000096,ORD_004789,Electronics,Electronics Product 96,1,821.55,821.55
ITEM_000097,ORD_003510,Electronics,Electronics Product 97,2,710.83,1421.67
ITEM_000098,ORD_007355,Electronics,Electronics Product 98,1,1195.94,1195.94
ITEM_000099,ORD_004781,Home & Kitchen,Home & Kitchen Product 99,3,785.4,2356.21
ITEM_000100,ORD_003272,Beauty,Beauty Product 100,1,68.46,68.46
ITEM_000101,ORD_002966,Electronics,Electronics Product 101,1,1940.08,1940.08
ITEM_000102,ORD_001797,Electronics,Electronics Product 102,2,1223.8,2447.59
ITEM_000103,ORD_001134,Groceries,Groceries Product 103,2,139.97,279.94
ITEM_000104,ORD_004175,Electronics,Electronics Product 104,3,1175.48,3526.44
ITEM_000105,ORD_004043,Electronics,Electronics Product 105,1,594.99,594.99
ITEM_000106,ORD_000745,Home & Kitchen,Home & Kitchen Product 106,2,563.2,1126.4
ITEM_000107,ORD_006192,Home & Kitchen,Home & Kitchen Product 107,3,362.59,1087.78
ITEM_000108,ORD_000386,Home & Kitchen,Home & Kitchen Product 108,3,211.97,635.92
ITEM_000109,ORD_007055,Fashion,Fashion Product 109,2,218.26,436.52
ITEM_000110,ORD_000899,Fashion,Fashion Product 110,3,402.13,1206.4
ITEM_000111,ORD_001253,Electronics,Electronics Product 111,2,1419.43,2838.86
ITEM_000112,ORD_005141,Fashion,Fashion Product 112,3,386.17,1158.52
ITEM_000113,ORD_001311,Fashion,Fashion Product 113,3,367.51,1102.53
ITEM_000114,ORD_006489,Home & Kitchen,Home & Kitchen Product 114,1,747.97,747.97
ITEM_000115,ORD_005575,Fashion,Fashion Product 115,2,242.52,485.04
ITEM_000116,ORD_003459,Beauty,Beauty Product 116,2,68.25,136.5
ITEM_000117,ORD_004886,Groceries,Groceries Product 117,2,59.84,119.68
ITEM_000118,ORD_000521,Fashion,Fashion Product 118,1,98.22,98.22
ITEM_000119,ORD_003153,Electronics,Electronics Product 119,1,893.88,893.88
ITEM_000120,ORD_003127,Fashion,Fashion Product 120,2,144.87,289.75
ITEM_000121,ORD_004882,Fashion,Fashion Product 121,2,111.12,222.25
ITEM_000122,ORD_003835,Fashion,Fashion Product 122,3,403.77,1211.3
ITEM_000123,ORD_004335,Home & Kitchen,Home & Kitchen Product 123,2,91.91,183.83
ITEM_000124,ORD_002060,Electronics,Electronics Product 124,1,1042.87,1042.87
ITEM_000125,ORD_007956,Fashion,Fashion Product 125,1,332.18,332.18
ITEM_000126,ORD_004533,Home & Kitchen,Home & Kitchen Product 126,2,191.74,383.49
ITEM_000127,ORD_007052,Electronics,Electronics Product 127,1,942.07,942.07
ITEM_000128,ORD_007721,Beauty,Beauty Product 128,1,169.89,169.89
ITEM_000129,ORD_000095,Home & Kitchen,Home & Kitchen Product 129,2,654.03,1308.07
ITEM_000130,ORD_005573,Fashion,Fashion Product 130,1,527.02,527.02
ITEM_000131,ORD_005905,Electronics,Electronics Product 131,2,965.91,1931.83
ITEM_000132,ORD_000939,Electronics,Electronics Product 132,1,829.08,829.08
ITEM_000133,ORD_005585,Electronics,Electronics Product 133,1,1503.89,1503.89
ITEM_000134,ORD_007249,Electronics,Electronics Product 134,3,630.85,1892.55
ITEM_000135,ORD_004399,Beauty,Beauty Product 135,1,180.65,180.65
ITEM_000136,ORD_006152,Fashion,Fashion Product 136,3,494.86,1484.57
ITEM_000137,ORD_002186,Fashion,Fashion Product 137,2,192.81,385.63
ITEM_000138,ORD_006297,Fashion,Fashion Product 138,1,408.4,408.4
ITEM_000139,ORD_005251,Home & Kitchen,Home & Kitchen Product 139,1,142.96,142.96
ITEM_000140,ORD_002787,Fashion,Fashion Product 140,3,379.91,1139.73
ITEM_000141,ORD_000914,Groceries,Groceries Product 141,2,188.93,377.85
ITEM_000142,ORD_002405,Fashion,Fashion Product 142,3,223.38,670.14
ITEM_000143,ORD_003562,Groceries,Groceries Product 143,1,100.49,100.49
ITEM_000144,ORD_001296,Beauty,Beauty Product 144,3,269.81,809.43
ITEM_000145,ORD_003717,Home & Kitchen,Home & Kitchen Product 145,3,354.64,1063.91
ITEM_000146,ORD_000027,Beauty,Beauty Product 146,1,166.21,166.21
ITEM_000147,ORD_007814,Fashion,Fashion Product 147,2,67.62,135.25
ITEM_000148,ORD_005916,Beauty,Beauty Product 148,2,227.27,454.54
ITEM_000149,ORD_007175,Fashion,Fashion Product 149,2,365.94,731.87
ITEM_000150,ORD_005896,Electronics,Electronics Product 150,1,1254.38,1254.38
ITEM_000151,ORD_002158,Fashion,Fashion Product 151,3,234.79,704.36
ITEM_000152,ORD_007962,Electronics,Electronics Product 152,3,693.96,2081.87
ITEM_000153,ORD_004101,Beauty,Beauty Product 153,2,98.16,196.32
ITEM_000154,ORD_006242,Electronics,Electronics Product 154,2,298.69,597.37
ITEM_000155,ORD_001464,Electronics,Electronics Product 155,1,484.37,484.37
ITEM_000156,ORD_004159,Home & Kitchen,Home & Kitchen Product 156,2,162.13,324.26
ITEM_000157,ORD_007477,Groceries,Groceries Product 157,2,60.52,121.04
ITEM_000158,ORD_000872,Fashion,Fashion Product 158,2,167.07,334.13
ITEM_000159,ORD_007132,Beauty,Beauty Product 159,1,292.6,292.6
ITEM_000160,ORD_005123,Electronics,Electronics Product 160,3,1527.84,4583.53
ITEM_000161,ORD_002445,Electronics,Electronics Product 161,3,1923.79,5771.37
ITEM_000162,ORD_006895,Beauty,Beauty Product 162,3,146.33,438.98
ITEM_000163,ORD_005235,Groceries,Groceries Product 163,2,23.42,46.84
ITEM_000164,ORD_004159,Electronics,Electronics Product 164,3,450.94,1352.81
ITEM_000165,ORD_004989,Fashion,Fashion Product 165,2,495.33,990.66
ITEM_000166,ORD_001630,Fashion,Fashion Product 166,2,132.34,264.68
ITEM_000167,ORD_001253,Groceries,Groceries Product 167,3,69.08,207.25
ITEM_000168,ORD_003064,Groceries,Groceries Product 168,1,108.39,108.39
ITEM_000169,ORD_006247,Beauty,Beauty Product 169,2,130.05,260.1
ITEM_000170,ORD_001324,electronics,Electronics Product 170,1,1546.45,1546.45
ITEM_000171,ORD_004419,Fashion,Fashion Product 171,3,430.9,1292.69
ITEM_000172,ORD_007812,Home & Kitchen,Home & Kitchen Product 172,3,411.54,1234.63
ITEM_000173,ORD_006379,Fashion,Fashion Product 173,3,355.04,1065.13
ITEM_000174,ORD_007557,Beauty,Beauty Product 174,2,130.73,261.46
ITEM_000175,ORD_004345,Groceries,Groceries Product 175,3,161.76,485.27
ITEM_000176,ORD_007525,Electronics,Electronics Product 176,2,839.99,1679.98
ITEM_000177,ORD_000005,Electronics,Electronics Product 177,1,1808.74,1808.74
ITEM_000178,ORD_004907,Beauty,Beauty Product 178,2,230.32,460.64
ITEM_000179,ORD_002656,Electronics,Electronics Product 179,2,548.76,1097.52
ITEM_000180,ORD_004003,Beauty,Beauty Product 180,2,70.92,141.84
ITEM_000181,ORD_000160,Groceries,Groceries Product 181,2,93.94,187.89
ITEM_000182,ORD_000917,Electronics,Electronics Product 182,1,1827.11,1827.11
ITEM_000183,ORD_007612,Fashion,Fashion Product 183,1,342.38,342.38
ITEM_000184,ORD_002974,Fashion,Fashion Product 184,1,245.29,245.29
ITEM_000185,ORD_007199,Electronics,Electronics Product 185,1,1400.21,1400.21
ITEM_000186,ORD_006814,Electronics,Electronics Product 186,3,1084.05,3252.14
ITEM_000187,ORD_006610,Fashion,Fashion Product 187,2,115.45,230.9
ITEM_000188,ORD_002520,Electronics,Electronics Product 188,1,1337.04,1337.04
ITEM_000189,ORD_001962,Fashion,Fashion Product 189,1,445.78,445.78
ITEM_000190,ORD_000475,Electronics,Electronics Product 190,2,1424.93,2849.85
ITEM_000191,ORD_001974,Beauty,Beauty Product 191,2,106.04,212.09
ITEM_000192,ORD_007193,Groceries,Groceries Product 192,2,156.9,313.8
ITEM_000193,ORD_004648,Home & Kitchen,Home & Kitchen Product 193,2,454.98,909.96
ITEM_000194,ORD_007758,Fashion,Fashion Product 194,2,534.04,1068.08
ITEM_000195,ORD_000646,Electronics,Electronics Product 195,3,1752.8,5258.41
ITEM_000196,ORD_000702,Fashion,Fashion Product 196,1,221.78,221.78
ITEM_000197,ORD_005996,Electronics,Electronics Product 197,3,1909.58,5728.73
ITEM_000198,ORD_003982,Home & Kitchen,Home & Kitchen Product 198,3,314.39,943.17
ITEM_000199,ORD_006685,Beauty,Beauty Product 199,2,74.54,149.09
ITEM_000200,ORD_000567,Fashion,Fashion Product 200,3,131.44,394.31
ITEM_000201,ORD_006231,Home & Kitchen,Home & Kitchen Product 201,2,509.6,1019.2
ITEM_000202,ORD_004364,Fashion,Fashion Product 202,1,491.38,491.38
ITEM_000203,ORD_006274,Fashion,Fashion Product 203,3,295.71,887.14
ITEM_000204,ORD_001031,Fashion,Fashion Product 204,3,162.51,487.53
ITEM_000205,ORD_001052,Fashion,Fashion Product 205,3,89.76,269.27
ITEM_000206,ORD_005405,Home & Kitchen,Home & Kitchen Product 206,2,704.1,1408.2
ITEM_000207,ORD_003894,Fashion,Fashion Product 207,3,278.77,836.32
ITEM_000208,ORD_007757,Electronics,Electronics Product 208,1,455.74,455.74
ITEM_000209,ORD_004504,Beauty,Beauty Product 209,3,42.53,127.6
ITEM_000210,ORD_001353,Fashion,Fashion Product 210,2,407.95,815.9
ITEM_000211,ORD_002172,Fashion,Fashion Product 211,2,534.71,1069.42
ITEM_000212,ORD_004323,Home & Kitchen,Home & Kitchen Product 212,1,655.3,655.3
ITEM_000213,ORD_007147,Fashion,Fashion Product 213,2,116.65,233.31
ITEM_000214,ORD_004970,Electronics,Electronics Product 214,3,1298.61,3895.82
ITEM_000215,ORD_003467,Fashion,Fashion Product 215,2,130.58,261.16
ITEM_000216,ORD_007901,Fashion,Fashion Product 216,2,368.41,736.81
ITEM_000217,ORD_001736,Beauty,Beauty Product 217,3,195.77,587.31
ITEM_000218,ORD_007610,Electronics,Electronics Product 218,1,1897.94,1897.94
ITEM_000219,ORD_004418,Beauty,Beauty Product 219,2,282.75,565.49
ITEM_000220,ORD_006188,Home & Kitchen,Home & Kitchen Product 220,2,547.24,1094.49
ITEM_000221,ORD_005980,Fashion,Fashion Product 221,2,299.46,598.92
ITEM_000222,ORD_005652,Electronics,Electronics Product 222,1,545.26,545.26
ITEM_000223,ORD_001648,Elec,Electronics Product 223,3,747.17,2241.5
ITEM_000224,ORD_005841,Home & Kitchen,Home & Kitchen Product 224,3,169.06,507.18
ITEM_000225,ORD_002554,Electronics,Electronics Product 225,3,1781.6,5344.8
ITEM_000226,ORD_003269,Beauty,Beauty Product 226,2,210.29,420.59
ITEM_000227,ORD_005503,Beauty,Beauty Product 227,2,239.21,478.43
ITEM_000228,ORD_005324,Electronics,Electronics Product 228,2,359.32,718.65
ITEM_000229,ORD_003060,Home & Kitchen,Home & Kitchen Product 229,3,487.49,1462.46
ITEM_000230,ORD_003589,Electronics,Electronics Product 230,2,1136.69,2273.38
ITEM_000231,ORD_007370,Groceries,Groceries Product 231,1,20.15,20.15
ITEM_000232,ORD_004240,electronics,Electronics Product 232,3,659.83,1979.48
ITEM_000233,ORD_003699,Fashion,Fashion Product 233,2,360.01,720.02
ITEM_000234,ORD_000992,Home & Kitchen,Home & Kitchen Product 234,3,200.65,601.94
ITEM_000235,ORD_002031,Groceries,Groceries Product 235,1,86.19,86.19
ITEM_000236,ORD_001841,Fashion,Fashion Product 236,3,262.54,787.63
ITEM_000237,ORD_000525,Beauty,Beauty Product 237,3,197.39,592.17
ITEM_000238,ORD_002770,Home & Kitchen,Home & Kitchen Product 238,1,420.39,420.39
ITEM_000239,ORD_000173,Fashion,Fashion Product 239,2,489.65,979.3
ITEM_000240,ORD_004820,Groceries,Groceries Product 240,2,107.33,214.67
ITEM_000241,ORD_004538,Beauty,Beauty Product 241,3,235.93,707.78
ITEM_000242,ORD_001886,Fashion,Fashion Product 242,3,328.83,986.5
ITEM_000243,ORD_004821,Fashion,Fashion Product 243,3,71.25,213.74
ITEM_000244,ORD_001805,Fashion,Fashion Product 244,2,546.95,1093.9
ITEM_000245,ORD_000059,Groceries,Groceries Product 245,1,190.77,190.77
ITEM_000246,ORD_000582,Fashion,Fashion Product 246,1,449.43,449.43
ITEM_000247,ORD_005799,Fashion,Fashion Product 247,3,548.6,1645.81
ITEM_000248,ORD_005170,Home & Kitchen,Home & Kitchen Product 248,2,261.21,522.42
ITEM_000249,ORD_000483,Fashion,Fashion Product 249,1,134.16,134.16
ITEM_000250,ORD_001876,Electronics,Electronics Product 250,1,599.24,599.24
ITEM_000251,ORD_000553,Fashion,Fashion Product 251,1,472.21,472.21
ITEM_000252,ORD_007418,Home & Kitchen,Home & Kitchen Product 252,2,166.58,333.16
ITEM_000253,ORD_000258,Fashion,Fashion Product 253,3,302.83,908.49
ITEM_000254,ORD_007043,Electronics,Electronics Product 254,2,1588.42,3176.83
ITEM_000255,ORD_002707,Fashion,Fashion Product 255,3,517.33,1551.98
ITEM_000256,ORD_000581,Electronics,Electronics Product 256,2,1187.67,2375.34
ITEM_000257,ORD_004212,Electronics,Electronics Product 257,1,1730.27,1730.27
ITEM_000258,ORD_001950,Beauty,Beauty Product 258,2,116.7,233.41
ITEM_000259,ORD_002282,Fashion,Fashion Product 259,2,588.93,1177.86
ITEM_000260,ORD_005481,Electronics,Electronics Product 260,2,1314.04,2628.08
ITEM_000261,ORD_003977,Home & Kitchen,Home & Kitchen Product 261,2,484.7,969.39
ITEM_000262,ORD_001756,Fashion,Fashion Product 262,1,404.25,404.25
ITEM_000263,ORD_004418,Groceries,Groceries Product 263,2,82.72,165.44
ITEM_000264,ORD_001084,Home & Kitchen,Home & Kitchen Product 264,2,540.36,1080.72
ITEM_000265,ORD_005926,Fashion,Fashion Product 265,2,437.99,875.99
ITEM_000266,ORD_007664,Fashion,Fashion Product 266,1,147.68,147.68
ITEM_000267,ORD_007229,Electronics,Electronics Product 267,1,1183.24,1183.24
ITEM_000268,ORD_004678,Fashion,Fashion Product 268,1,105.71,105.71
ITEM_000269,ORD_004721,Fashion,Fashion Product 269,3,435.73,1307.18
ITEM_000270,ORD_003873,Fashion,Fashion Product 270,3,60.17,180.51
ITEM_000271,ORD_001991,Electronics,Electronics Product 271,1,1076.18,1076.18
ITEM_000272,ORD_006428,Groceries,Groceries Product 272,2,66.34,132.68
ITEM_000273,ORD_003875,Beauty,Beauty Product 273,1,135.83,135.83
ITEM_000274,ORD_006616,Fashion,Fashion Product 274,2,377.61,755.22
ITEM_000275,ORD_003335,Groceries,Groceries Product 275,1,77.34,77.34
ITEM_000276,ORD_001560,Home & Kitchen,Home & Kitchen Product 276,3,712.5,2137.5
ITEM_000277,ORD_000773,Fashion,Fashion Product 277,2,514.36,1028.72
ITEM_000278,ORD_000795,Electronics,Electronics Product 278,3,1427.06,4281.19
ITEM_000279,ORD_005399,electronics,Electronics Product 279,1,1181.78,1181.78
ITEM_000280,ORD_003532,Beauty,Beauty Product 280,3,97.32,291.96
ITEM_000281,ORD_002903,Fashion,Fashion Product 281,1,366.01,366.01
ITEM_000282,ORD_003470,Electronics,Electronics Product 282,2,1671.53,3343.05
ITEM_000283,ORD_003368,Beauty,Beauty Product 283,1,222.56,222.56
ITEM_000284,ORD_003826,Electronics,Electronics Product 284,3,270.99,812.97
ITEM_000285,ORD_007077,Groceries,Groceries Product 285,1,147.23,147.23
ITEM_000286,ORD_005973,Fashion,Fashion Product 286,3,477.25,1431.75
ITEM_000287,ORD_000444,Home & Kitchen,Home & Kitchen Product 287,1,215.97,215.97
ITEM_000288,ORD_005517,Beauty,Beauty Product 288,3,189.17,567.5
ITEM_000289,ORD_005354,Groceries,Groceries Product 289,1,40.05,40.05
ITEM_000290,ORD_005294,Fashion,Fashion Product 290,3,336.37,1009.11
ITEM_000291,ORD_000807,Groceries,Groceries Product 291,3,172.33,516.98
ITEM_000292,ORD_000497,Fashion,Fashion Product 292,1,256.22,256.22
ITEM_000293,ORD_003299,Fashion,Fashion Product 293,2,113.37,226.73
ITEM_000294,ORD_005966,Fashion,Fashion Product 294,2,200.74,401.48
ITEM_000295,ORD_002780,Fashion,Fashion Product 295,2,239.74,479.48
ITEM_000296,ORD_006559,Fashion,Fashion Product 296,2,515.07,1030.14
ITEM_000297,ORD_007059,Electronics,Electronics Product 297,1,1326.49,1326.49
ITEM_000298,ORD_000896,Fashion,Fashion Product 298,3,110.72,332.17
ITEM_000299,ORD_002037,Electronics,Electronics Product 299,3,1778.47,5335.41
ITEM_000300,ORD_001570,Beauty,Beauty Product 300,1,216.24,216.24
ITEM_000301,ORD_001559,Fashion,Fashion Product 301,2,253.77,507.54
ITEM_000302,ORD_004394,Beauty,Beauty Product 302,1,97.98,97.98
ITEM_000303,ORD_003676,Fashion,Fashion Product 303,3,100.92,302.75
ITEM_000304,ORD_001149,Fashion,Fashion Product 304,2,576.66,1153.32
ITEM_000305,ORD_003457,Fashion,Fashion Product 305,1,364.17,364.17
ITEM_000306,ORD_001504,Electronics,Electronics Product 306,2,366.01,732.03
ITEM_000307,ORD_002282,Home & Kitchen,Home & Kitchen Product 307,2,700.34,1400.68
ITEM_000308,ORD_003790,Home & Kitchen,Home & Kitchen Product 308,3,311.92,935.75
ITEM_000309,ORD_002047,Electronics,Electronics Product 309,3,1227.96,3683.89
ITEM_000310,ORD_007164,Home & Kitchen,Home & Kitchen Product 310,3,783.17,2349.52
ITEM_000311,ORD_007564,Electronics,Electronics Product 311,2,847.31,1694.62
ITEM_000312,ORD_000618,Fashion,Fashion Product 312,3,477.82,1433.45
ITEM_000313,ORD_003631,Electronics,Electronics Product 313,1,347.46,347.46
ITEM_000314,ORD_006620,Fashion,Fashion Product 314,2,427.04,854.09
ITEM_000315,ORD_007057,Beauty,Beauty Product 315,2,251.38,502.75
ITEM_000316,ORD_007013,Groceries,Groceries Product 316,3,176.67,530.02
ITEM_000317,ORD_004509,Fashion,Fashion Product 317,1,350.25,350.25
ITEM_000318,ORD_000803,Home & Kitchen,Home & Kitchen Product 318,3,121.81,365.44
ITEM_000319,ORD_000415,Groceries,Groceries Product 319,2,104.68,209.37
ITEM_000320,ORD_005343,Beauty,Beauty Product 320,1,297.28,297.28
ITEM_000321,ORD_004429,Electronics,Electronics Product 321,3,1760.06,5280.18
ITEM_000322,ORD_006849,Beauty,Beauty Product 322,3,197.29,591.88
ITEM_000323,ORD_000121,Fashion,Fashion Product 323,3,431.92,1295.77
ITEM_000324,ORD_007939,Groceries,Groceries Product 324,1,163.59,163.59
ITEM_000325,ORD_000765,Electronics,Electronics Product 325,3,213.44,640.32
ITEM_000326,ORD_007589,Home & Kitchen,Home & Kitchen Product 326,2,636.55,1273.11
ITEM_000327,ORD_006174,Beauty,Beauty Product 327,3,139.14,417.43
ITEM_000328,ORD_006953,Electronics,Electronics Product 328,3,1337.61,4012.83
ITEM_000329,ORD_001937,Beauty,Beauty Product 329,3,254.52,763.56
ITEM_000330,ORD_001363,Beauty,Beauty Product 330,2,106.9,213.8
ITEM_000331,ORD_003330,Fashion,Fashion Product 331,3,111.04,333.11
ITEM_000332,ORD_003979,Fashion,Fashion Product 332,1,208.51,208.51
ITEM_000333,ORD_003944,Electronics,Electronics Product 333,3,1159.22,3477.65
ITEM_000334,ORD_001752,Fashion,Fashion Product 334,1,283.63,283.63
ITEM_000335,ORD_007084,Beauty,Beauty Product 335,1,223.28,223.28
ITEM_000336,ORD_003286,Fashion,Fashion Product 336,3,440.32,1320.95
ITEM_000337,ORD_007393,Electronics,Electronics Product 337,3,1990.75,5972.25
ITEM_000338,ORD_000481,Fashion,Fashion Product 338,3,579.54,1738.62
ITEM_000339,ORD_001349,Fashion,Fashion Product 339,2,484.77,969.54
ITEM_000340,ORD_003105,Groceries,Groceries Product 340,1,143.55,143.55
ITEM_000341,ORD_000018,Fashion,Fashion Product 341,3,289.31,867.93
ITEM_000342,ORD_003199,Home & Kitchen,Home & Kitchen Product 342,2,222.28,444.56
