order_id,customer_id,order_date,order_channel,order_status,gross_amount,discount_amount,net_amount,payment_method,coupon_code
ORD_000078,CUST_00874,2026-01-01 21:42:48,Web,Delivered,588.92,0.0,588.92,Apple Pay,
ORD_000079,CUST_00381,2025-11-12 10:05:16,Web,Delivered,186.49,0.0,186.49,COD,
ORD_000080,CUST_00092,2025-12-13 04:39:26,Web,Returned,344.33,73.86,270.47,Wallet,
ORD_000081,CUST_01815,2025-12-12 13:26:51,App,Delivered,336.95,0.0,336.95,COD,
ORD_000082,CUST_00447,2025-11-22 19:01:35,App,Cancelled,626.58,0.0,626.58,Card,
ORD_000083,CUST_00109,2025-11-20 22:12:04,Web,Cancelled,286.79,0.0,286.79,Wallet,SAVE10
ORD_000084,CUST_00317,2025-11-20 04:07:39,App,Delivered,506.42,0.0,506.42,Card,
ORD_000085,CUST_01192,2025-12-14 18:10:27,Web,Delivered,361.46,0.0,361.46,Apple Pay,
ORD_000086,CUST_01836,2025-12-10 19:36:49,Web,Delivered,528.42,148.07,380.35,Card,
ORD_000087,CUST_01944,2025-11-23 10:25:37,Web,Delivered,451.68,0.0,451.68,Apple Pay,
ORD_000088,CUST_01459,2025-12-25 09:05:58,Call Center,Delivered,255.1,17.4,237.7,Wallet,SAVE10
ORD_000089,CUST_00442,2025-11-24 20:29:40,App,Returned,98.31,0.0,98.31,Card,SAVE10
ORD_000090,CUST_00218,2025-11-18 14:57:03,App,In Transit,285.61,0.0,285.61,Card,
ORD_000091,CUST_01246,2025-11-07 14:58:30,Web,Delivered,291.83,0.0,291.83,Card,
ORD_000092,CUST_00673,2025-11-20 19:11:40,App,Delivered,655.89,0.0,655.89,Card,
ORD_000093,CUST_01552,2025-11-09 14:50:02,App,Delivered,319.82,0.0,319.82,COD,
ORD_000094,CUST_00278,2025-10-18 23:12:48,App,Delivered,379.08,30.28,348.8,COD,
ORD_000095,CUST_01009,2025-11-04 03:40:00,App,Cancelled,386.14,48.53,337.61,COD,
ORD_000096,CUST_00569,2025-12-30 01:13:19,App,Cancelled,491.4,0.0,491.4,Card,
ORD_000097,CUST_01598,2025-12-26 14:26:57,App,Delivered,399.26,0.0,399.26,Card,
ORD_000098,CUST_01010,2025-12-28 17:34:31,Web,Delivered,705.6,0.0,705.6,COD,
ORD_000099,CUST_00875,2025-10-15 04:50:05,Web,Delivered,503.38,0.0,503.38,Wallet,SAVE10
ORD_000100,CUST_00466,2025-11-12 23:42:58,Web,Delivered,209.3,25.46,183.84,Card,
ORD_000101,CUST_00839,2025-12-03 09:40:32,Web,Delivered,261.88,0.0,261.88,Card,SAVE10
ORD_000102,CUST_00754,2025-12-13 10:09:00,App,Delivered,418.05,0.0,418.05,Card,
ORD_000103,CUST_01626,2025-11-27 08:11:29,App,Delivered,423.06,105.05,318.01,Card,
ORD_000104,CUST_01608,2025-10-24 10:59:05,App,Delivered,192.94,0.0,192.94,COD,SAVE10
ORD_000105,CUST_00838,2025-12-03 11:02:49,Web,Delivered,382.12,0.0,382.12,Card,
ORD_000106,CUST_00030,2025-12-13 20:43:02,Web,Delivered,752.33,0.0,752.33,Wallet,
ORD_000107,CUST_00359,2025-11-30 08:51:17,App,Delivered,268.83,0.0,268.83,Card,
ORD_000108,CUST_01943,2025-12-06 08:53:47,App,Delivered,169.87,37.47,132.4,Card,
ORD_000109,CUST_01312,2025-12-13 23:39:51,Call Center,Delivered,630.01,0.0,630.01,Card,
ORD_000110,CUST_00086,2025-12-25 11:40:38,Web,Delivered,251.21,0.0,251.21,COD,
ORD_000111,CUST_01258,2025-12-30 01:06:05,Web,Cancelled,493.06,0.0,493.06,Wallet,
ORD_000112,CUST_00747,2026-01-02 22:52:41,App,Delivered,535.01,0.0,535.01,Wallet,
ORD_000113,CUST_00313,2025-12-17 08:09:16,App,Delivered,664.69,0.0,664.69,Card,
ORD_000114,CUST_00365,2025-10-14 20:32:07,Web,Returned,616.52,97.51,519.01,Card,SAVE10
ORD_000115,CUST_01801,2025-12-12 21:24:34,Web,Delivered,306.71,0.0,306.71,Wallet,SAVE10
ORD_000116,CUST_01823,2025-11-04 17:33:25,Web,Delivered,507.92,60.78,447.14,Card,SAVE10
ORD_000117,CUST_01863,2025-12-16 09:08:44,Web,Delivered,964.41,0.0,964.41,Wallet,
ORD_000118,CUST_00905,2025-12-29 18:14:46,Web,Delivered,402.17,0.0,402.17,COD,SAVE10
ORD_000119,CUST_01293,2025-11-09 08:29:34,Web,Delivered,481.55,67.44,414.11,Card,
ORD_000120,CUST_00698,2025-12-09 22:43:43,App,Delivered,204.3,34.11,170.19,Card,SAVE10
ORD_000121,CUST_00131,2025-11-27 06:19:53,App,Delivered,561.9,0.0,561.9,COD,
ORD_000122,CUST_00803,2025-12-19 20:08:58,Web,Delivered,286.12,0.0,286.12,Wallet,
ORD_000123,CUST_00789,2025-10-21 20:04:00,App,Cancelled,348.68,0.0,348.68,COD,
ORD_000124,CUST_01856,2025-12-11 19:15:12,App,Delivered,348.58,0.0,348.58,Card,
ORD_000125,CUST_00351,2025-12-05 05:11:02,Web,Delivered,255.48,0.0,255.48,Wallet,
ORD_000126,CUST_00180,2025-11-09 00:13:16,Call Center,Delivered,421.04,57.34,363.7,COD,SAVE10
ORD_000127,CUST_01826,2025-11-13 18:06:50,App,In Transit,117.38,0.0,117.38,Wallet,
ORD_000128,CUST_01504,2026-01-01 01:36:44,App,In Transit,196.61,0.0,196.61,Card,
ORD_000129,CUST_01913,2025-12-04 14:57:06,Web,In Transit,288.69,0.0,288.69,Wallet,
ORD_000130,CUST_01187,2026-01-03 08:47:46,Web,Delivered,1228.54,0.0,1228.54,Card,
ORD_000131,CUST_01807,2025-10-28 09:14:22,Web,Delivered,152.23,0.0,152.23,Card,
ORD_000132,CUST_01912,2025-10-29 01:12:04,App,Delivered,612.64,,538.02,Card,
ORD_000133,CUST_01120,2026-01-01 11:11:26,App,Delivered,572.49,0.0,572.49,Wallet,SAVE10
ORD_000134,CUST_00774,2025-12-04 19:39:54,Web,Delivered,326.37,39.22,287.15,Card,
ORD_000135,CUST_00510,2025-11-16 05:55:33,Web,Returned,445.5,0.0,445.5,Apple Pay,
ORD_000136,CUST_00365,2025-12-22 09:18:09,Web,Delivered,562.48,137.04,425.44,COD,
ORD_000137,CUST_00981,2025-11-26 13:13:35,App,Delivered,337.47,38.32,299.15,COD,
ORD_000138,CUST_00353,2025-10-13 05:38:42,App,Delivered,731.34,0.0,731.34,Wallet,SAVE10
ORD_000139,CUST_00800,2025-12-31 12:13:57,App,Delivered,885.37,0.0,885.37,Card,
ORD_000140,CUST_01460,2025-10-30 17:39:14,Call Center,Delivered,441.45,47.25,394.2,Wallet,
ORD_000141,CUST_01107,2025-10-08 22:59:09,Web,Delivered,262.27,0.0,262.27,Apple Pay,
ORD_000142,CUST_01249,2025-12-04 21:37:08,App,Returned,568.3,0.0,568.3,Card,SAVE10
ORD_000143,CUST_00412,2025-10-26 17:40:24,App,Delivered,418.95,0.0,418.95,Wallet,
ORD_000144,CUST_00735,2025-11-29 03:12:27,Web,Returned,1146.09,67.0,1079.09,Wallet,
ORD_000145,CUST_00981,2025-12-22 08:59:43,App,Delivered,524.72,0.0,524.72,COD,
ORD_000146,CUST_00118,2025-10-10 08:09:54,Web,Delivered,582.01,0.0,582.01,Card,SAVE10
ORD_000147,CUST_00482,2025-10-25 17:01:15,Web,Delivered,627.75,95.61,532.14,Card,
ORD_000148,CUST_00192,2025-12-25 20:11:06,App,Delivered,514.41,0.0,514.41,Card,
ORD_000149,CUST_00591,2025-12-25 07:01:32,App,Delivered,363.01,29.77,333.24,Card,
ORD_000150,CUST_00590,2025-11-23 00:34:45,Web,Delivered,312.97,31.8,281.17,Apple Pay,
ORD_000151,CUST_00659,2025-12-30 07:43:38,App,Delivered,623.05,0.0,623.05,Card,
ORD_000152,CUST_00107,2025-12-21 06:30:44,App,Returned,509.06,47.12,461.94,COD,
ORD_000153,CUST_00382,2025-10-26 14:04:10,Call Center,Delivered,486.21,0.0,486.21,Card,
ORD_000154,CUST_00783,2025-12-30 17:34:53,Web,In Transit,466.6,57.73,408.87,COD,
ORD_000155,CUST_00390,2025-11-14 15:45:49,Web,Delivered,450.85,22.68,428.17,Card,
ORD_000156,CUST_00244,2025-11-07 09:30:45,App,Delivered,635.02,0.0,635.02,Wallet,
ORD_000157,CUST_00585,2025-11-26 16:15:44,App,Delivered,218.48,0.0,218.48,COD,SAVE10
ORD_000158,CUST_00869,2025-10-19 12:44:58,App,Cancelled,255.21,30.81,224.4,Card,
ORD_000159,CUST_00468,2025-11-28 05:43:10,App,Delivered,267.56,0.0,267.56,COD,
ORD_000160,CUST_00866,2025-11-07 17:42:00,Web,Delivered,431.23,63.21,368.02,Wallet,
ORD_000161,CUST_00934,2025-11-02 13:07:00,App,Delivered,546.22,0.0,546.22,Card,
ORD_000162,CUST_01562,2025-12-21 04:53:36,Web,Delivered,544.93,31.41,513.52,Apple Pay,
ORD_000163,CUST_01234,2025-12-12 03:52:23,App,In Transit,481.3,0.0,481.3,COD,SAVE10
ORD_000164,CUST_00604,2025-11-29 00:51:50,App,Delivered,506.29,62.71,443.58,Wallet,
ORD_000165,CUST_01661,2025-10-25 02:11:18,Call Center,Delivered,261.08,0.0,261.08,Wallet,
ORD_000166,CUST_01015,2025-10-19 05:15:42,App,In Transit,453.61,0.0,453.61,Card,SAVE10
ORD_000167,CUST_01971,2025-12-08 14:22:21,App,Delivered,327.8,33.83,293.97,Wallet,
ORD_000168,CUST_01097,2025-12-16 12:03:12,App,Delivered,483.74,0.0,483.74,Wallet,
ORD_000169,CUST_01659,2025-11-12 21:08:40,App,Delivered,206.64,48.39,158.25,Card,
ORD_000170,CUST_01333,2025-11-28 04:43:38,App,In Transit,423.24,63.22,360.02,Apple Pay,
ORD_000171,CUST_01720,2025-12-08 00:19:04,App,Returned,1058.31,217.62,840.69,COD,
ORD_000172,CUST_01723,2025-12-14 08:15:03,Web,Delivered,676.45,0.0,676.45,Card,
ORD_000173,CUST_01734,2025-12-04 14:55:00,Web,Cancelled,511.72,0.0,511.72,Card,
ORD_000174,CUST_01614,2025-11-16 19:48:45,App,Delivered,591.82,0.0,591.82,COD,SAVE10
ORD_000175,CUST_00860,2025-12-24 09:22:58,App,Delivered,397.79,0.0,397.79,Card,
ORD_000176,CUST_01210,2025-11-12 18:23:03,Web,Delivered,574.26,0.0,574.26,Card,
ORD_000177,CUST_01880,2025-11-21 14:30:42,App,Delivered,89.87,7.29,82.58,Apple Pay,
ORD_000178,CUST_01277,2025-11-23 23:27:39,Web,Delivered,231.75,26.25,205.5,Wallet,SAVE10
ORD_000179,CUST_00013,2025-10-18 13:44:26,Web,In Transit,372.31,0.0,372.31,COD,
ORD_000180,CUST_00299,2025-11-16 09:32:38,App,Delivered,747.01,104.84,642.17,Card,SAVE10
ORD_000181,CUST_01100,2025-11-19 08:38:53,Web,Returned,372.84,0.0,372.84,Card,
ORD_000182,CUST_01075,2025-10-14 13:36:14,Call Center,Delivered,379.65,0.0,379.65,Card,
ORD_000183,CUST_00787,2025-10-08 08:36:51,Web,Delivered,226.61,0.0,226.61,Wallet,
ORD_000184,CUST_00149,2025-10-24 20:38:14,App,Delivered,367.77,0.0,367.77,Card,
ORD_000185,CUST_01755,2025-11-25 14:52:27,Web,Delivered,887.83,72.46,815.37,Card,SAVE10
ORD_000186,CUST_00122,2025-10-24 10:55:22,Call Center,Cancelled,502.38,28.0,474.38,Wallet,SAVE10
ORD_000187,CUST_01235,2025-12-23 19:17:32,App,Delivered,270.03,0.0,270.03,Wallet,
ORD_000188,CUST_01304,2025-12-11 16:43:57,Web,Returned,621.81,35.38,586.43,COD,
ORD_000189,CUST_00538,2026-01-01 17:20:36,App,Returned,526.71,0.0,526.71,COD,
ORD_000190,CUST_01709,2025-11-26 18:17:25,App,Delivered,519.66,31.27,488.39,Card,
ORD_000191,CUST_01180,2025-11-09 01:19:43,Web,Delivered,287.78,37.91,249.87,Card,
ORD_000192,CUST_01262,2025-11-15 19:29:33,Web,Delivered,815.3,114.64,700.66,Apple Pay,
ORD_000193,CUST_00376,2025-12-26 12:59:18,Web,Delivered,164.92,0.0,164.92,Card,
ORD_000194,CUST_00082,2025-12-17 10:01:18,Call Center,Delivered,610.29,0.0,610.29,COD,
ORD_000195,CUST_00492,2025-12-09 07:41:00,App,Delivered,721.36,0.0,721.36,COD,
ORD_000196,CUST_00356,2025-10-12 03:22:33,App,Delivered,141.0,0.0,141.0,Wallet,
ORD_000197,CUST_00925,2025-12-11 16:53:35,Call Center,Delivered,403.55,0.0,403.55,Card,
ORD_000198,CUST_01297,2025-11-18 22:20:27,App,Delivered,243.58,0.0,243.58,COD,
ORD_000199,CUST_01604,2025-10-20 11:43:02,Web,Delivered,370.0,31.69,338.31,Card,
ORD_000200,CUST_01068,2025-10-29 22:06:39,App,Delivered,51.45,0.0,51.45,Card,
ORD_000201,CUST_01005,2025-12-29 09:27:18,App,Returned,569.08,142.24,426.84,COD,
ORD_000202,CUST_01597,2025-10-11 04:05:10,App,Delivered,613.56,0.0,613.56,COD,
ORD_000203,CUST_00123,2025-12-22 06:15:54,App,Delivered,964.72,260.09,704.63,COD,
ORD_000204,CUST_01373,2025-12-04 18:27:56,Web,In Transit,405.47,110.95,294.52,COD,
ORD_000205,CUST_00708,2025-11-11 05:28:28,Web,Delivered,752.98,0.0,752.98,Card,SAVE10
ORD_000206,CUST_00330,2025-10-26 00:48:54,Web,Cancelled,408.08,114.2,293.88,Card,SAVE10
ORD_000207,CUST_01433,2025-12-06 17:45:06,App,Delivered,1094.21,237.11,857.1,Card,SAVE10
ORD_000208,CUST_00991,2025-11-10 23:37:50,App,Cancelled,606.3,0.0,606.3,Wallet,SAVE10
ORD_000209,CUST_00323,2025-10-29 11:10:19,App,Delivered,489.11,102.52,386.59,Card,
ORD_000210,CUST_01135,2025-10-22 20:28:18,App,Cancelled,277.32,0.0,277.32,Card,SAVE10
ORD_000211,CUST_00770,2025-12-23 17:49:49,App,Delivered,724.96,0.0,724.96,Apple Pay,
ORD_000212,CUST_01113,2025-11-13 11:22:25,App,Cancelled,575.48,0.0,575.48,Card,
ORD_000213,CUST_00433,2025-11-13 01:31:25,App,Returned,458.65,0.0,458.65,Card,SAVE10
ORD_000214,CUST_00710,2025-11-18 17:54:57,App,Delivered,819.94,0.0,819.94,Wallet,
ORD_000215,CUST_00794,2025-12-03 03:42:42,App,Returned,981.79,193.8,787.99,Card,
ORD_000216,CUST_00712,2025-11-18 02:53:33,Web,Delivered,787.14,188.37,598.77,Card,SAVE10
ORD_000217,CUST_01123,2025-11-22 02:44:35,App,Delivered,778.85,44.92,733.93,Wallet,SAVE10
ORD_000218,CUST_00539,2025-10-07 03:02:55,App,Delivered,489.11,0.0,489.11,Apple Pay,
ORD_000219,CUST_00601,2025-10-27 01:32:21,Call Center,Returned,772.75,136.65,636.1,Card,
ORD_000220,CUST_01170,2025-11-20 17:00:44,App,Delivered,881.21,0.0,881.21,Card,
ORD_000221,CUST_01718,2025-11-15 11:28:39,Web,Delivered,659.16,138.58,520.58,COD,
ORD_000222,CUST_00257,2025-12-23 22:28:47,App,Delivered,612.49,0.0,612.49,Card,
ORD_000223,CUST_01213,2025-10-31 08:11:05,Web,Returned,337.67,84.48,253.19,Card,SAVE10
ORD_000224,CUST_01264,2025-11-08 18:32:25,App,In Transit,459.91,36.25,423.66,Card,
ORD_000225,CUST_00871,2025-10-06 22:18:14,Web,Delivered,516.74,90.84,425.9,Card,
ORD_000226,CUST_00899,2025-10-31 08:56:49,App,Delivered,242.05,66.34,175.71,Wallet,SAVE10
ORD_000227,CUST_01527,2025-11-01 00:39:13,Web,Delivered,262.8,57.29,205.51,Card,
ORD_000228,CUST_01732,2025-11-19 16:07:42,App,Delivered,608.1,73.28,534.82,Card,SAVE10
ORD_000229,CUST_00809,2025-12-14 07:01:07,App,Delivered,734.68,107.56,627.12,Wallet,SAVE10
ORD_000230,CUST_00677,2025-10-10 10:37:09,Web,Delivered,930.83,88.62,842.21,Card,
ORD_000231,CUST_01843,2025-11-23 05:56:02,App,Cancelled,299.57,0.0,299.57,Wallet,SAVE10
ORD_000232,CUST_00271,2025-12-31 01:49:09,Call Center,Delivered,1083.31,132.47,950.84,Card,
ORD_000233,CUST_01544,2025-10-23 20:31:48,App,Delivered,469.04,0.0,469.04,COD,
ORD_000234,CUST_00550,2025-12-21 05:02:12,App,Delivered,348.12,75.82,272.3,Wallet,
ORD_000235,CUST_01138,2025-10-30 00:35:13,Web,Delivered,164.9,0.0,164.9,Card,SAVE10
ORD_000236,CUST_01363,2025-11-29 12:13:27,App,Delivered,725.57,191.35,534.22,Card,
ORD_000237,CUST_00568,2025-12-08 17:42:12,App,Delivered,500.79,0.0,500.79,Wallet,
ORD_000238,CUST_01967,2025-10-17 20:06:02,Web,Cancelled,1085.09,0.0,1085.09,COD,
ORD_000239,CUST_00986,2025-12-23 16:22:41,Web,Delivered,337.9,63.73,274.17,Card,
ORD_000240,CUST_00359,2025-12-10 14:00:54,Call Center,Delivered,824.3,0.0,824.3,Apple Pay,
ORD_000241,CUST_01674,2025-10-12 10:05:00,App,In Transit,458.62,0.0,458.62,Wallet,
ORD_000242,CUST_01638,2025-12-16 06:27:11,App,In Transit,272.97,28.58,244.39,Card,
ORD_000243,CUST_01358,2025-11-26 11:37:12,App,In Transit,531.72,0.0,531.72,COD,
ORD_000244,CUST_01713,2025-10-20 14:11:20,App,Returned,371.93,0.0,371.93,Card,
ORD_000245,CUST_01193,2025-11-23 13:53:52,Web,In Transit,764.66,85.02,679.64,Card,
ORD_000246,CUST_01363,2025-10-15 20:33:10,App,Delivered,493.03,116.83,376.2,Card,
ORD_000247,CUST_00798,2025-10-20 00:11:20,App,In Transit,203.41,0.0,203.41,COD,SAVE10
ORD_000248,CUST_01285,2025-10-06 08:58:29,App,Delivered,145.31,0.0,145.31,Card,
ORD_000249,CUST_00887,2025-12-02 18:06:56,Web,Delivered,638.56,0.0,638.56,Wallet,
ORD_000250,CUST_01759,2025-10-06 11:14:09,Call Center,Delivered,584.14,0.0,584.14,COD,
ORD_000251,CUST_01223,2025-12-05 04:09:39,Web,Delivered,693.05,0.0,693.05,Wallet,
ORD_000252,CUST_00211,2025-12-02 23:01:33,App,Delivered,846.42,0.0,846.42,Wallet,
ORD_000253,CUST_00287,2025-10-26 03:33:51,Web,Delivered,430.78,0.0,430.78,COD,SAVE10
ORD_000254,CUST_01716,2026-01-02 19:17:55,Web,Delivered,238.03,59.64,178.39,Card,SAVE10
ORD_000255,CUST_01786,2025-12-24 23:06:41,App,Cancelled,533.79,0.0,533.79,Apple Pay,
ORD_000256,CUST_00743,2025-11-15 17:12:17,App,Cancelled,1152.34,0.0,1152.34,Card,SAVE10
ORD_000257,CUST_01496,2025-11-05 02:50:26,App,Delivered,394.72,21.55,373.17,COD,
ORD_000258,CUST_01506,2025-12-25 15:41:51,App,In Transit,418.55,0.0,418.55,COD,
ORD_000259,CUST_01047,2025-11-30 11:31:25,Web,Delivered,312.79,30.89,281.9,Card,
ORD_000260,CUST_01584,2025-10-23 10:01:55,App,Cancelled,617.84,0.0,617.84,Card,SAVE10
ORD_000261,CUST_01133,2025-11-08 15:59:20,App,Delivered,734.47,0.0,734.47,Card,
ORD_000262,CUST_00296,2025-12-01 08:14:33,Call Center,Delivered,332.86,0.0,332.86,Card,
ORD_000263,CUST_00006,2025-12-26 20:14:40,Web,Delivered,234.85,0.0,234.85,Wallet,SAVE10
